sample_index,acc_ch1,acc_ch2,acc_ch3
627,-0.209434,-0.239354,-0.239354
628,-0.179515,-0.239354,-0.239354
629,-0.179515,-0.239354,-0.209434
630,-0.179515,-0.209434,-0.209434
631,-0.179515,-0.209434,-0.209434
632,-0.179515,-0.239354,-0.239354
633,-0.179515,-0.209434,-0.209434
634,-0.179515,-0.239354,-0.209434
635,-0.179515,-0.239354,-0.239354
636,-0.179515,-0.239354,-0.209434
637,-0.179515,-0.239354,-0.239354
638,-0.179515,-0.239354,-0.239354
639,-0.179515,-0.209434,-0.209434
640,-0.149596,-0.179515,-0.179515
641,-0.149596,-0.209434,-0.209434
642,-0.179515,-0.209434,-0.209434
643,-0.179515,-0.239354,-0.239354
644,-0.209434,-0.239354,-0.239354
645,-0.209434,-0.239354,-0.239354
646,-0.209434,-0.239354,-0.239354
647,-0.209434,-0.239354,-0.239354
648,-0.209434,-0.269273,-0.239354
649,-0.209434,-0.239354,-0.239354
650,-0.209434,-0.239354,-0.239354
651,-0.209434,-0.239354,-0.239354
652,-0.209434,-0.239354,-0.239354
653,-0.209434,-0.239354,-0.239354
654,-0.209434,-0.239354,-0.239354
655,-0.209434,-0.269273,-0.269273
656,-0.239354,-0.269273,-0.269273
657,-0.239354,-0.269273,-0.269273
658,-0.209434,-0.269273,-0.269273
659,-0.209434,-0.239354,-0.239354
660,-0.179515,-0.239354,-0.239354
661,-0.179515,-0.239354,-0.209434
662,-0.179515,-0.239354,-0.209434
663,-0.179515,-0.239354,-0.209434
664,-0.179515,-0.239354,-0.209434
665,-0.179515,-0.209434,-0.209434
666,-0.179515,-0.239354,-0.209434
667,-0.179515,-0.239354,-0.239354
668,-0.179515,-0.239354,-0.239354
669,-0.179515,-0.239354,-0.239354
670,-0.179515,-0.239354,-0.239354
671,-0.179515,-0.209434,-0.209434
672,-0.149596,-0.179515,-0.179515
673,-0.149596,-0.209434,-0.209434
674,-0.179515,-0.209434,-0.209434
675,-0.179515,-0.239354,-0.239354
676,-0.209434,-0.239354,-0.239354
677,-0.209434,-0.239354,-0.239354
678,-0.209434,-0.239354,-0.239354
679,-0.209434,-0.269273,-0.239354
680,-0.209434,-0.269273,-0.239354
681,-0.209434,-0.269273,-0.239354
682,-0.209434,-0.239354,-0.239354
683,-0.209434,-0.239354,-0.239354
684,-0.209434,-0.239354,-0.239354
685,-0.209434,-0.239354,-0.239354
686,-0.209434,-0.239354,-0.239354
687,-0.209434,-0.269273,-0.269273
688,-0.239354,-0.269273,-0.269273
689,-0.239354,-0.269273,-0.269273
690,-0.209434,-0.269273,-0.269273
691,-0.209434,-0.239354,-0.239354
692,-0.179515,-0.239354,-0.239354
693,-0.179515,-0.239354,-0.209434
